TGID,Kids Length,Total Percent
3636,1,50.000000
7712,27,30.000000
4486,4,105.000000
7712,27,40.000000
7183,54,41.000000
7183,54,60.000000
7712,27,42.000000
7712,27,33.000000
7183,54,30.000000
3636,1,38.000000
7712,27,0.000000
7712,27,61.000000
7183,54,50.000000
3636,1,54.000000
3636,1,31.000000
7183,54,30.000000
7183,54,20.000000
3636,1,45.000000
7183,54,51.000000
3649,1,30.000000
7712,27,20.000000
3636,1,33.000000
7183,54,40.000000
3636,1,23.000000
7712,27,10.000000
7183,54,30.000000
7712,27,20.000000
7183,54,30.000000
727,16,92.000000
3636,1,70.000000
7183,55,20.000000
3636,1,30.000000
3636,1,0.000000
7712,26,10.000000
7183,55,40.000000
3636,1,23.000000
3649,1,31.000000
7712,26,10.000000
7183,55,60.000000
3636,1,51.000000
4486,2,90.000000
7712,26,0.000000
7183,55,30.000000
7712,26,0.000000
3636,1,37.000000
7183,55,10.000000
7712,26,0.000000
7183,55,50.000000
3636,1,0.000000
3636,1,80.000000
3649,1,20.000000
7183,55,0.000000
3649,1,30.000000
7712,26,99.000000
3636,1,67.000000
7183,55,30.000000
3649,1,40.000000
7183,55,70.000000
7183,55,70.000000
3636,1,76.000000
7712,26,0.000000
7183,55,60.000000
3649,1,10.000000
7712,26,30.000000
7183,55,50.000000
7712,26,30.000000
3636,1,10.000000
7183,55,30.000000
3649,1,0.000000
7183,55,30.000000
7183,55,30.000000
7183,55,30.000000
7712,26,30.000000
7183,55,50.000000
7712,26,20.000000
7183,55,50.000000
7712,26,30.000000
3636,1,24.000000
7183,55,70.000000
3649,1,32.000000
3636,1,80.000000
7183,55,61.000000
3636,1,31.000000
3649,1,10.000000
7712,26,10.000000
3636,1,11.000000
7183,55,10.000000
3649,1,61.000000
727,16,91.000000
3636,1,78.000000
7183,55,60.000000
7712,26,30.000000
3636,1,31.000000
3636,1,10.000000
4486,2,30.000000
3636,1,70.000000
7712,26,0.000000
7183,55,62.000000
4486,2,93.000000
7183,55,20.000000
3636,1,11.000000
4486,2,50.000000
4486,2,45.000000
7183,55,20.000000
7183,55,20.000000
7712,28,54.000000
3636,1,0.000000
7183,55,50.000000
7712,28,40.000000
3649,1,65.000000
7183,55,40.000000
3636,1,54.000000
4926,15,30.000000
3636,1,54.000000
3649,1,31.000000
3636,1,61.000000
